,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area
924,LP002795,Male,Yes,3+,Graduate,Yes,10139.0,0.0,260.0,360,1,Semiurban
925,LP002798,Male,Yes,0,Graduate,No,3887.0,2669.0,162.0,360,1,Semiurban
926,LP002804,Female,Yes,0,Graduate,No,4180.0,2306.0,182.0,360,1,Semiurban
927,LP002807,Male,Yes,2,Not Graduate,No,3675.0,242.0,108.0,360,1,Semiurban
928,LP002813,Female,Yes,1,Graduate,Yes,19484.0,0.0,600.0,360,1,Semiurban
929,LP002820,Male,Yes,0,Graduate,No,5923.0,2054.0,211.0,360,1,Rural
930,LP002821,Male,No,0,Not Graduate,Yes,5800.0,0.0,132.0,360,1,Semiurban
931,LP002832,Male,Yes,2,Graduate,No,8799.0,0.0,258.0,360,0,Urban
932,LP002833,Male,Yes,0,Not Graduate,No,4467.0,0.0,120.0,360,,Rural
933,LP002836,Male,No,0,Graduate,No,3333.0,0.0,70.0,360,1,Urban
934,LP002837,Male,Yes,3+,Graduate,No,3400.0,2500.0,123.0,360,0,Rural
935,LP002840,Female,No,0,Graduate,No,2378.0,0.0,9.0,360,1,Urban
936,LP002841,Male,Yes,0,Graduate,No,3166.0,2064.0,104.0,360,0,Urban
937,LP002842,Male,Yes,1,Graduate,No,3417.0,1750.0,186.0,360,1,Urban
938,LP002847,Male,Yes,,Graduate,No,5116.0,1451.0,165.0,360,0,Urban
939,LP002855,Male,Yes,2,Graduate,No,16666.0,0.0,275.0,360,1,Urban
940,LP002862,Male,Yes,2,Not Graduate,No,6125.0,1625.0,187.0,480,1,Semiurban
941,LP002863,Male,Yes,3+,Graduate,No,6406.0,0.0,150.0,360,1,Semiurban
942,LP002868,Male,Yes,2,Graduate,No,3159.0,461.0,108.0,84,1,Urban
943,LP002872,Unknown,Yes,0,Graduate,No,3087.0,2210.0,136.0,360,0,Semiurban
944,LP002874,Male,No,0,Graduate,No,3229.0,2739.0,110.0,360,1,Urban
945,LP002877,Male,Yes,1,Graduate,No,1782.0,2232.0,107.0,360,1,Rural
946,LP002888,Male,No,0,Graduate,,3182.0,2917.0,161.0,360,1,Urban
947,LP002892,Male,Yes,2,Graduate,No,6540.0,0.0,205.0,360,1,Semiurban
948,LP002893,Male,No,0,Graduate,No,1836.0,33837.0,90.0,360,1,Urban
949,LP002894,Female,Yes,0,Graduate,No,3166.0,0.0,36.0,360,1,Semiurban
950,LP002898,Male,Yes,1,Graduate,No,1880.0,0.0,61.0,360,,Rural
951,LP002911,Male,Yes,1,Graduate,No,2787.0,1917.0,146.0,360,0,Rural
952,LP002912,Male,Yes,1,Graduate,No,4283.0,3000.0,172.0,84,1,Rural
953,LP002916,Male,Yes,0,Graduate,No,2297.0,1522.0,104.0,360,1,Urban
954,LP002917,Female,No,0,Not Graduate,No,2165.0,0.0,70.0,360,1,Semiurban
955,LP002925,Unknown,No,0,Graduate,No,4750.0,0.0,94.0,360,1,Semiurban
956,LP002926,Male,Yes,2,Graduate,Yes,2726.0,0.0,106.0,360,0,Semiurban
957,LP002928,Male,Yes,0,Graduate,No,3000.0,3416.0,56.0,180,1,Semiurban
958,LP002931,Male,Yes,2,Graduate,Yes,6000.0,0.0,205.0,240,1,Semiurban
959,LP002933,Unknown,No,3+,Graduate,Yes,9357.0,0.0,292.0,360,1,Semiurban
960,LP002936,Male,Yes,0,Graduate,No,3859.0,3300.0,142.0,180,1,Rural
961,LP002938,Male,Yes,0,Graduate,Yes,16120.0,0.0,260.0,360,1,Urban
962,LP002940,Male,No,0,Not Graduate,No,3833.0,0.0,110.0,360,1,Rural
963,LP002941,Male,Yes,2,Not Graduate,Yes,6383.0,1000.0,187.0,360,1,Rural
964,LP002943,Male,No,,Graduate,No,2987.0,0.0,88.0,360,0,Semiurban
965,LP002945,Male,Yes,0,Graduate,Yes,9963.0,0.0,180.0,360,1,Rural
966,LP002948,Male,Yes,2,Graduate,No,5780.0,0.0,192.0,360,1,Urban
967,LP002949,Female,No,3+,Graduate,,416.0,41667.0,350.0,180,,Urban
968,LP002950,Male,Yes,0,Not Graduate,,2894.0,2792.0,155.0,360,1,Rural
969,LP002953,Male,Yes,3+,Graduate,No,5703.0,0.0,128.0,360,1,Urban
970,LP002958,Male,No,0,Graduate,No,3676.0,4301.0,172.0,360,1,Rural
971,LP002959,Female,Yes,1,Graduate,No,12000.0,0.0,496.0,360,1,Semiurban
972,LP002960,Male,Yes,0,Not Graduate,No,2400.0,3800.0,,180,1,Urban
973,LP002961,Male,Yes,1,Graduate,No,3400.0,2500.0,173.0,360,1,Semiurban
974,LP002964,Male,Yes,2,Not Graduate,No,3987.0,1411.0,157.0,360,1,Rural
975,LP002974,Male,Yes,0,Graduate,No,3232.0,1950.0,108.0,360,1,Rural
976,LP002978,Female,No,0,Graduate,No,2900.0,0.0,71.0,360,1,Rural
977,LP002979,Male,Yes,3+,Graduate,No,4106.0,0.0,40.0,180,1,Rural
978,LP002983,Male,Yes,1,Graduate,No,8072.0,240.0,253.0,360,1,Urban
979,LP002984,Male,Yes,2,Graduate,No,7583.0,0.0,187.0,360,1,Urban
980,LP002990,Female,No,0,Graduate,Yes,4583.0,0.0,133.0,360,0,Semiurban
